Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Product Container,Customer Name,Customer Segment,Zip Code,State,City,Region,Product Category,Product Sub-Category,Product Name,Unit Price,Order Quantity,Sales,Profit,Discount,Shipping Cost,Product Base Margin
114,740,2011-07-15,2011-07-15,Regular Air,Medium,Small Box,Thomas Boland,Corporate,53081,Wisconsin,Sheboygan,Central,Office Supplies,Labels,Avery White Multi-Purpose Labels,4.98,6,28.01,3.46,0.09,0.49,0.39
115,769,2010-06-01,2010-06-02,Delivery Truck,Medium,Jumbo Drum,Roy French,Consumer,46321,Indiana,Munster,Central,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,115.99,37,4261.94,4.15,0.02,56.14,0.4
116,771,2011-06-16,2011-06-17,Regular Air,Critical,Small Box,Darrin Van Huff,Home Office,42420,Kentucky,Henderson,South,Office Supplies,Paper,Xerox 1949,4.98,18,88.84,-38.35,0.08,4.72,0.36
117,772,2010-04-16,2010-04-18,Regular Air,High,Medium Box,Pamela Stobb,Consumer,11572,New York,Oceanside,East,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,17.52,35,589.24,-38.35,0.08,8.17,0.5
118,772,2010-04-16,2010-04-18,Regular Air,High,Small Box,Pamela Stobb,Consumer,11572,New York,Oceanside,East,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,9.9,25,233.05,86.93,0.1,1.39,0.37
119,773,2010-09-25,2010-09-26,Regular Air,Medium,Small Box,Helen Abelman,Home Office,46410,Indiana,Merrillville,Central,Technology,Telephones and Communication,Talkabout T8367,65.99,38,2071.3395,324.93,0.06,8.99,0.56
120,774,2011-12-03,2011-12-05,Regular Air,Critical,Large Box,Sibella Parks,Small Business,97321,Oregon,Albany,West,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,4.48,17,126.57,-752.13,0.03,49,0.6
121,775,2011-03-17,2011-03-18,Regular Air,Critical,Wrap Bag,Peter McVee,Small Business,02471,MA,Watertown,East,Office Supplies,Rubber Bands,Bagged Rubber Bands,1.26,35,43.57,-19.17,0.1,0.7,0.81
122,775,2011-03-17,2011-03-19,Regular Air,Critical,Wrap Bag,Peter McVee,Small Business,02457,MA,Wellesley,East,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",4.26,8,31.87,-1.25,0.1,1.2,0.44
123,801,2012-02-17,2012-02-20,Regular Air,Critical,Small Pack,Thais Sissman,Corporate,34759,Florida,Poinciana,South,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,2.74,20,59.85,-47.41,0.03,3.5,0.58
124,802,2011-01-04,2011-01-06,Regular Air,Critical,Small Box,Kean Nguyen,Corporate,45801,Ohio,Lima,East,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,11.7,33,378.6,12.72,0.08,5.63,0.4
125,802,2011-01-04,2011-01-04,Regular Air,Critical,Small Box,Kean Nguyen,Corporate,45801,Ohio,Lima,East,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",15.99,2,38.5,-52.14,0.09,9.4,0.49
126,805,2011-07-04,2011-07-06,Regular Air,Not Specified,Medium Box,Toby Swindell,Small Business,37066,Tennessee,Gallatin,South,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",4.97,39,197.56,-119.86,0.02,5.71,0.54
127,807,2010-11-23,2010-11-24,Regular Air,Medium,Small Box,Neola Schneider,Home Office,60432,Illinois,Joliet,Central,Office Supplies,Paper,Xerox 1980,4.28,45,196.85,-166.85,0.01,6.18,0.4
128,807,2010-11-23,2010-11-24,Regular Air,Medium,Wrap Bag,Neola Schneider,Home Office,60432,Illinois,Joliet,Central,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,3.95,32,124.56,-14.33,0.04,2,0.53
129,832,2012-04-18,2012-04-22,Regular Air,Low,Small Box,Alice McCarthy,Corporate,84118,Utah,Kearns,West,Office Supplies,Paper,Xerox 1976,6.48,7,53.46,-17.58,0.02,5.9,0.37
130,833,2009-02-12,2009-02-13,Regular Air,Medium,Small Box,Olvera Toch,Home Office,53142,Wisconsin,Kenosha,Central,Office Supplies,Binders and Binder Accessories,GBC ProClick Spines for 32-Hole Punch,12.53,1,19.32,-20.32,0.03,7.17,0.38
131,834,2009-05-22,2009-05-23,Delivery Truck,Medium,Jumbo Drum,Eugene Moren,Home Office,80013,Colorado,Aurora,West,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,115.99,15,1813.04,-164.40,0.01,56.14,0.4
132,835,2011-10-07,2011-10-08,Regular Air,Not Specified,Small Box,Duane Huffman,Small Business,75146,Texas,Lancaster,Central,Office Supplies,Paper,Xerox 23,6.48,18,125.16,-23.48,0.02,5.14,0.37
133,837,2009-06-14,2009-06-16,Regular Air,Not Specified,Wrap Bag,Sean O'Donnell,Corporate,58601,North Dakota,Dickinson,Central,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,5.84,11,65.7,13.41,0.01,0.83,0.49
134,868,2012-06-08,2012-06-09,Regular Air,Not Specified,Medium Box,Carlos Daly,Home Office,60068,Illinois,Park Ridge,Central,Office Supplies,Appliances,Holmes HEPA Air Purifier,21.78,32,716.84,134.72,0,5.94,0.5
135,868,2012-06-08,2012-06-10,Regular Air,Not Specified,Small Pack,Carlos Daly,Home Office,60068,Illinois,Park Ridge,Central,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",47.98,31,1474.33,114.46,0.04,3.61,0.71
136,870,2010-06-19,2010-06-19,Regular Air,Not Specified,Small Box,Valerie Dominguez,Corporate,32839,Florida,Orlando,South,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,23,1661.04,475.54,0.04,3.5,0.59
137,871,2011-11-14,2011-11-14,Regular Air,Low,Small Box,David Kendrick,Home Office,95070,California,Saratoga,West,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,6.24,17,104.94,-34.97,0.06,5.22,0.6
138,896,2010-03-08,2010-03-08,Regular Air,Critical,Small Box,Edward Nazzal,Home Office,75056,Texas,The Colony,Central,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,24.92,50,1246.52,52.48,0.01,12.98,0.39
139,898,2010-06-02,2010-06-04,Regular Air,High,Small Box,Sanjit Jacobs,Consumer,21740,Maryland,Hagerstown,East,Technology,Computer Peripherals,Logitech Access Keyboard,15.98,40,676.13,45.39,0.03,6.5,0.48
140,898,2010-06-02,2010-06-02,Delivery Truck,High,Jumbo Box,Sanjit Jacobs,Consumer,21740,Maryland,Hagerstown,East,Furniture,Tables,Hon 94000 Series Round Tables,296.18,26,7668.55,-715.78,0.04,54.12,0.76
141,900,2009-09-30,2009-10-01,Regular Air,Not Specified,Small Box,Karen Carlisle,Home Office,01469,MA,Townsend,East,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",40.98,29,1193.65,507.58,0.07,2.99,0.36
142,902,2009-07-26,2009-07-29,Regular Air,Not Specified,Small Box,Meg O'Connel,Corporate,64804,MO,Joplin,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,10,1925.83,359.83,0.09,0.99,0.55
143,928,2011-03-01,2011-03-06,Express Air,Low,Small Box,Anthony O'Donnell,Consumer,66212,Kansas,Overland Park,Central,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,59.98,21,1222.68,300.97,0.06,3.99,0.57
144,928,2011-03-01,2011-03-03,Express Air,Low,Small Box,Anthony O'Donnell,Consumer,66212,Kansas,Overland Park,Central,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,14.58,26,390.2,45.00,0.02,7.4,0.48
145,929,2012-10-01,2012-10-04,Regular Air,High,Small Box,Luke Foster,Corporate,95928,California,Chico,West,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,10.97,21,227.66,-100.16,0.04,6.5,0.64
146,929,2012-10-01,2012-10-03,Regular Air,High,Small Pack,Luke Foster,Corporate,95928,California,Chico,West,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,2.08,39,84.33,-64.29,0.04,2.56,0.55
147,930,2009-12-16,2009-12-17,Express Air,Critical,Medium Box,Phillina Ober,Small Business,22601,Virginia,Winchester,South,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",41.32,22,922.39,-41.64,0.03,58.66,0.76
148,930,2009-12-16,2009-12-16,Regular Air,Critical,Wrap Bag,Phillina Ober,Small Business,22601,Virginia,Winchester,South,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",6.88,11,79.19,13.91,0,2,0.39
149,933,2012-08-04,2012-08-04,Regular Air,Not Specified,Small Box,Claudia Miner,Small Business,62301,Illinois,Quincy,Central,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders",5.28,15,80.61,-4.72,0.02,2.99,0.37
150,960,2009-09-20,2009-09-21,Regular Air,Medium,Wrap Bag,Jim Kriz,Consumer,45324,Ohio,Fairborn,East,Furniture,Office Furnishings,DAX Wood Document Frame.,13.73,46,605.97,-22.72,0.07,6.85,0.54
151,962,2009-05-05,2009-05-07,Regular Air,Low,Small Box,Mike Vittorini,Small Business,48135,Michigan,Garden City,Central,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,122.99,33,4064.05,1408.19,0.06,19.99,0.37
152,962,2009-05-05,2009-05-07,Delivery Truck,Low,Jumbo Drum,Mike Vittorini,Small Business,49505,Michigan,Grand Rapids,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,47,3213.87,-1069.72,0.08,60,0.41
153,964,2011-05-19,2011-05-21,Regular Air,Medium,Small Box,Stefania Perrino,Corporate,03301,New Hampshire,Concord,East,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,5.98,50,315.02,95.16,0.02,1.49,0.39
154,964,2011-05-19,2011-05-21,Regular Air,Medium,Wrap Bag,Stefania Perrino,Corporate,02740,MA,New Bedford,East,Office Supplies,Pens & Art Supplies,Peel-Off® China Markers,9.93,4,40.02,-1.28,0.02,1.09,0.43
155,965,2011-05-14,2011-05-21,Delivery Truck,Low,Jumbo Box,Jas O'Carroll,Corporate,45385,Ohio,Xenia,East,Furniture,Tables,Global Adaptabilities™ Conference Tables,280.98,42,11230.25,-679.04,0.07,35.67,0.66
156,967,2012-06-20,2012-06-22,Regular Air,Medium,Medium Box,Maureen Gastineau,Consumer,91911,California,Chula Vista,West,Technology,Office Machines,Sharp EL500L Fraction Calculator,13.99,6,90.56,-37.58,0.03,7.51,0.39
157,967,2012-06-20,2012-06-21,Regular Air,Medium,Small Pack,Maureen Gastineau,Consumer,91911,California,Chula Vista,West,Office Supplies,Pens & Art Supplies,Panasonic KP-150 Electric Pencil Sharpener,37.74,42,1634.9,502.42,0.01,2.9,0.59
158,967,2012-06-20,2012-06-23,Delivery Truck,Medium,Jumbo Box,Maureen Gastineau,Consumer,91911,California,Chula Vista,West,Furniture,Tables,Hon Rectangular Conference Tables,227.55,48,11278.18,1836.81,0.01,32.48,0.68
159,994,2009-04-19,2009-04-23,Regular Air,Low,Wrap Bag,Kelly Lampkin,Corporate,75043,Texas,Garland,Central,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",3.58,38,132.07,14.00,0.06,1.63,0.36
160,995,2011-05-30,2011-05-31,Regular Air,Medium,Wrap Bag,Neola Schneider,Home Office,60432,Illinois,Joliet,Central,Furniture,Office Furnishings,Ultra Commercial Grade Dual Valve Door Closer,39.89,46,1815.49,782.91,0.03,3.04,0.53
161,998,2009-11-25,2009-11-26,Regular Air,Not Specified,Small Box,Allen Rosenblatt,Small Business,62002,Illinois,Alton,Central,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",15.74,16,248.26,93.80,0.07,1.39,0.4
162,999,2010-09-04,2010-09-11,Regular Air,Low,Small Box,Max Jones,Home Office,19087,Pennsylvania,Radnor,East,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,95.43,6,583.64,-179.50,0.08,19.99,0.79
163,1027,2012-06-02,2012-06-04,Delivery Truck,Medium,Jumbo Box,Hallie Redmond,Home Office,97420,Oregon,Coos Bay,West,Furniture,Bookcases,"Hon Metal Bookcases, Putty",70.98,19,1406.15,-379.10,0.04,46.74,0.56
164,1028,2009-01-05,2009-01-06,Regular Air,High,Small Pack,Matt Collins,Consumer,50501,Iowa,Fort Dodge,Central,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",28.48,6,165.75,-28.46,0.03,1.99,0.4
165,1028,2009-01-05,2009-01-07,Regular Air,High,Small Box,Matt Collins,Consumer,50501,Iowa,Fort Dodge,Central,Technology,Telephones and Communication,3285,205.99,11,2021.147,-60.39,0.01,5.99,0.59
166,1031,2009-08-31,2009-09-02,Regular Air,Medium,Small Box,Sanjit Jacobs,Consumer,21740,Maryland,Hagerstown,East,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",6.37,34,226.1,-52.21,0,5.19,0.38
167,1057,2012-02-19,2012-02-21,Regular Air,Critical,Small Pack,Anthony Witt,Corporate,77536,Texas,Deer Park,Central,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",8.46,41,341.36,-52.48,0.09,3.62,0.61
168,1058,2010-04-25,2010-04-26,Regular Air,Medium,Small Box,Jim Epp,Small Business,24060,Virginia,Blacksburg,South,Technology,Telephones and Communication,T28 WORLD,195.99,3,469.438,-888.16,0.07,8.99,0.6
169,1059,2009-02-26,2009-02-28,Regular Air,Critical,Small Box,Sean O'Donnell,Corporate,58601,North Dakota,Dickinson,Central,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,5.34,22,127.33,5.30,0.02,2.99,0.38
170,1059,2009-02-26,2009-02-27,Regular Air,Critical,Small Box,Sean O'Donnell,Corporate,58601,North Dakota,Dickinson,Central,Office Supplies,Binders and Binder Accessories,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,24,990.1,310.22,0.03,7.47,0.37
171,1060,2010-02-20,2010-02-22,Regular Air,Medium,Small Box,Harold Dahlen,Corporate,97801,Oregon,Pendleton,West,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,37.7,30,1187.55,532.61,0,2.99,0.35
172,1088,2012-05-20,2012-05-27,Regular Air,Low,Small Box,Muhammed Yedwab,Consumer,22124,Virginia,Oakton,South,Technology,Computer Peripherals,Microsoft Internet Keyboard,20.97,13,269.02,-112.00,0.1,6.5,0.78
173,1095,2011-08-21,2011-08-23,Regular Air,Medium,Small Box,Ed Braxton,Consumer,85374,Arizona,Surprise,West,Office Supplies,Paper,Xerox 1949,4.98,28,142.18,-50.14,0.07,4.72,0.36
174,1127,2011-09-18,2011-09-19,Regular Air,Not Specified,Medium Box,Stuart Calhoun,Consumer,43123,Ohio,Grove City,East,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",110.98,48,5340.5,1215.28,0.01,13.99,0.69
175,1154,2012-02-14,2012-02-16,Delivery Truck,Critical,Jumbo Box,Sylvia Foulston,Home Office,60056,Illinois,Mount Prospect,Central,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,100.98,44,4462.23,440.72,0.04,26.22,0.6
176,1154,2012-02-14,2012-02-16,Regular Air,Critical,Large Box,Sylvia Foulston,Home Office,60056,Illinois,Mount Prospect,Central,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",71.37,11,663.784,-481.04,0.25,69,0.68
177,1154,2012-02-14,2012-02-16,Regular Air,Critical,Small Box,Thea Hendricks,Home Office,03038,New Hampshire,Derry,East,Office Supplies,Labels,Avery 493,4.91,23,115.1,53.13,0.02,0.5,0.36
178,1154,2012-02-14,2012-02-15,Express Air,Critical,Small Box,Thea Hendricks,Home Office,06903,Connecticut,Stamford,East,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,7,516.65,57.10,0.01,3.5,0.59
179,1185,2012-08-23,2012-08-27,Regular Air,Low,Small Box,Ionia McGrath,Home Office,35020,Alabama,Bessemer,South,Office Supplies,Paper,Xerox 194,55.48,7,374.78,20.03,0.09,14.3,0.37
180,1187,2012-11-19,2012-11-20,Regular Air,Medium,Small Box,Guy Armstrong,Corporate,46203,Indiana,Indianapolis,Central,Technology,Computer Peripherals,Logitech Access Keyboard,15.98,14,222.91,20.21,0.05,4,0.37
181,1189,2009-04-08,2009-04-09,Regular Air,Critical,Small Box,Aaron Smayling,Small Business,11787,New York,Smithtown,East,Office Supplies,Envelopes,Grip Seal Envelopes,4.42,27,129.1,-59.82,0,4.99,0.38
182,1191,2011-11-06,2011-11-07,Delivery Truck,Medium,Jumbo Drum,Karl Brown,Home Office,07090,New Jersey,Westfield,East,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",100.8,35,3532.96,-243.60,0.08,60,0.59
183,1217,2012-04-25,2012-04-26,Regular Air,Not Specified,Small Pack,Sung Shariari,Corporate,71203,Louisiana,Monroe,South,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",28.48,25,662.16,185.21,0.07,1.99,0.4
184,1218,2009-06-19,2009-06-22,Regular Air,Not Specified,Medium Box,Craig Carroll,Corporate,68046,Nebraska,Papillion,Central,Office Supplies,Appliances,Holmes Odor Grabber,14.42,3,46.46,-25.13,0.1,6.75,0.52
185,1221,2012-04-18,2012-04-18,Regular Air,Not Specified,Small Box,Lela Donovan,Corporate,49455,Michigan,Shelby,Central,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,8.6,1,14.68,-13.78,0.06,6.19,0.38
186,1221,2012-04-18,2012-04-20,Regular Air,Not Specified,Small Box,Lela Donovan,Corporate,48034,Michigan,Southfield,Central,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,896.99,11,10145.14,3724.57,0.03,19.99,0.38
187,1221,2012-04-18,2012-04-20,Regular Air,Not Specified,Small Box,Lela Donovan,Corporate,48034,Michigan,Southfield,Central,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,4.24,16,68.45,-57.88,0.08,5.41,0.35
188,1222,2010-02-04,2010-02-04,Regular Air,Medium,Small Box,Nicole Brennan,Home Office,82901,Wyoming,Rock Springs,West,Office Supplies,Paper,Xerox 1981,5.28,48,257.39,-121.91,0.08,5.57,0.4
189,1253,2010-01-25,2010-01-25,Regular Air,Critical,Small Box,Tanja Norvell,Consumer,34769,Florida,Saint Cloud,South,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,31.98,15,494.34,-30.19,0.05,6.72,0.75
190,1280,2010-01-10,2010-01-10,Regular Air,Low,Small Box,Harold Dahlen,Corporate,97801,Oregon,Pendleton,West,Technology,Computer Peripherals,Microsoft Internet Keyboard,20.97,40,827.27,-170.87,0.05,6.5,0.78
191,1282,2012-02-27,2012-02-29,Regular Air,Not Specified,Small Pack,Emily Grady,Home Office,66202,Kansas,Prairie Village,Central,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",31.78,26,892.38,366.48,0,1.99,0.42
192,1282,2012-02-27,2012-02-29,Regular Air,Not Specified,Wrap Bag,Emily Grady,Home Office,66202,Kansas,Prairie Village,Central,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,2.78,10,29.41,-2.06,0.01,1.34,0.45
193,1285,2012-05-31,2012-05-31,Delivery Truck,Critical,Jumbo Box,Sally Matthias,Corporate,56001,Minnesota,Mankato,Central,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",130.98,27,3874.12,-305.98,0,54.74,0.69
194,1285,2012-05-31,2012-06-01,Delivery Truck,Critical,Jumbo Box,Sally Matthias,Corporate,56001,Minnesota,Mankato,Central,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,8,1452.216,-277.29,0.05,69.64,0.77
195,1286,2010-05-13,2010-05-14,Regular Air,Not Specified,Small Box,Lena Creighton,Home Office,19401,Pennsylvania,Norristown,East,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,5.18,46,234.37,-144.68,0.05,5.74,0.36
196,1286,2010-05-13,2010-05-15,Regular Air,Not Specified,Small Pack,Lena Creighton,Home Office,19401,Pennsylvania,Norristown,East,Technology,Telephones and Communication,Accessory20,85.99,14,1000.3565,229.78,0.06,3.3,0.37
197,1287,2009-07-04,2009-07-06,Regular Air,High,Large Box,Mitch Willingham,Corporate,30076,Georgia,Roswell,South,Furniture,Office Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,105.29,39,3908.65,480.57,0.06,10.12,0.79
198,1313,2009-09-12,2009-09-14,Regular Air,Critical,Small Box,Sally Matthias,Home Office,56001,Minnesota,Mankato,Central,Office Supplies,Paper,Xerox 1973,22.84,34,840.07,-83.75,0,16.92,0.39
199,1314,2009-05-12,2009-05-14,Regular Air,Medium,Wrap Bag,Justin Knight,Corporate,52722,Iowa,Bettendorf,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9.27,4,42.58,-7.61,0,4.39,0.38
200,1317,2011-05-18,2011-05-20,Regular Air,High,Small Box,Janet Lee,Consumer,28314,North Carolina,Fayetteville,South,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,11.7,44,523.42,39.42,0.06,5.63,0.4
201,1317,2011-05-18,2011-05-19,Regular Air,High,Small Box,Janet Lee,Consumer,28314,North Carolina,Fayetteville,South,Office Supplies,Paper,Xerox 1922,4.98,40,192.54,-186.73,0.08,7.44,0.36
202,1317,2011-05-18,2011-05-20,Regular Air,High,Small Box,Janet Lee,Consumer,28314,North Carolina,Fayetteville,South,Office Supplies,Paper,Xerox 1981,5.28,29,156.7,-76.64,0.06,5.57,0.4
203,1344,2012-04-15,2012-04-22,Regular Air,Low,Small Box,Jim Radford,Corporate,60123,Illinois,Elgin,Central,Technology,Telephones and Communication,g520,65.99,15,834.904,-11.68,0.06,5.26,0.59
204,1344,2012-04-15,2012-04-19,Regular Air,Low,Small Box,Jim Radford,Corporate,60123,Illinois,Elgin,Central,Technology,Telephones and Communication,LX 788,155.99,18,2480.9205,313.58,0.01,8.99,0.58
